"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"253113","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-i",NA,NA
"357893","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-i",NA,NA
"309636","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-i",NA,NA
"335613","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-i",NA,NA
"107311","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-i",NA,NA
"200746","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-i",NA,NA
"250443","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-i",NA,NA
"236118","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-i",NA,NA
"512400","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-i",NA,NA
"195498","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"159572","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"279076","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"274528","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"225442","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"267841","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"208701","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"254949","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"250313","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"238254","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"258814","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"217748","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"237497","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"586804","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"141905","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"254628","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"198233","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"236868","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"75196","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"560806","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"591647","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"257041","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"590356","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"259881","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"237963","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"554552","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"114327","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"368942","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"364646","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"332361","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"48487","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"244127","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"359365","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"220256","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"539276","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"553302","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"218567","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"219369","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"113261","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"562536","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"273678","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"539862","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"360433","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"225155","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"114170","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"249926","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"331980","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"156870","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"260335","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"586966","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"545917","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"368706","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"251592","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"576469","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"565643","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"137235","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"539496","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"39056","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium","Sorangiumcellulosum"
"10645","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Chondromyces",NA
"362520","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Chondromyces",NA
"347524","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"588131","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"108677","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"355920","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"109755","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"329035","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"535402","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"579806","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"136914","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"326414","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"10657","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"245900","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"222900","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"551380","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"203878","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"137363","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"542445","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"180089","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"522005","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"236963","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"240744","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"112562","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"204177","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"204372","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"206277","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"239367","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"542734","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"226488","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"578392","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"224129","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"574674","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"240788","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"578408","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"570453","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"74929","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"248757","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"152024","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"543753","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"238968","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"546642","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"180118","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"236984","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"10652","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"236312","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"353947","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"572137","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"279253","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"332464","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"244128","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"333636","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"244765","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"239581","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"303295","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"566634","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"281524","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"279206","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"136820","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"141267","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"228460","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"217328","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"105239","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"278622","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"331288","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"268169","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"313833","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"154207","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"345643","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"534810","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"242637","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"283637","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"577309","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"30991","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"305616","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"240045","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"564418","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"113228","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"533124","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"553358","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"246356","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"221219","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"563875","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"351128","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"565027","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"239539","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"586306","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"307683","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"256241","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"565375","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"593659","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"547926","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"207878","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"256412","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae",NA,NA
"248001","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Plesiocystis","Plesiocystispacifica"
"325716","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Plesiocystis",NA
"85080","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Plesiocystis",NA
"152915","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Plesiocystis",NA
"246426","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Plesiocystis",NA
"314203","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis",NA
"10651","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis","Nannocystisexedens"
"219204","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"136119","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"236608","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"264188","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"246618","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"511782","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"243003","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"220025","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"10596","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"130774","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter",NA
"582110","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter",NA
"234490","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter",NA
"113159","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter",NA
"242301","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter",NA
"532843","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter",NA
"177418","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter","Anaeromyxobactersp.Fw109-5"
"169586","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Anaeromyxobacter",NA
"580197","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"575313","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"244970","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Myxococcus",NA
"259044","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Corallococcus","Corallococcusexiguus"
"140591","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Cystobacter","Cystobacterfuscus"
"133876","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Stigmatella",NA
"137984","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"584276","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"511742","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"240506","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"250244","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"337571","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"65455","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"236994","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"141394","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"254471","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"278697","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"102557","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"203689","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"237842","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"244674","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"144289","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"144097","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"268363","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"246096","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"230200","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"228943","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"113721","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"143335","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"244045","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"146553","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"220531","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"259279","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"591167","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"582001","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"104157","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"251985","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"527719","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"571587","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"326474","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"141399","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"109573","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"590579","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"202514","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"242051","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"160740","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"257690","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"509640","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"10719","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"108346","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"223706","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"541076","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"149523","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"10720","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"163641","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"142841","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"229376","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"10733","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"90570","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"239296","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter",NA
"132337","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Geobactermetallireducens"
"104131","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Geobactersulfurreducens"
"534035","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae",NA,NA
"141881","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae",NA,NA
"549687","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae",NA,NA
"298732","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"271536","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"107672","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Pelobacteraceae","Pelobacter",NA
"140482","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Pelobacteraceae","Pelobacter","Pelobactercarbinolicus"
"41059","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Pelobacteraceae","Pelobacter",NA
"103899","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Pelobacteraceae","Pelobacter",NA
"10699","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas",NA
"235638","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas",NA
"525862","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas",NA
"210461","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas",NA
"554911","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"283864","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"509809","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"338040","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"202805","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"263005","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"252121","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"10662","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales",NA,NA,NA
"568378","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"559852","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"511753","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"449515","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"108675","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"237074","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
"286079","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae",NA,NA
