"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"217425",0,0,0,0,0,0,0,1,0,0,0,0,1,4,7,0,0,0,0,12,15,0,0,1,0,0
"144037",0,0,0,0,0,0,0,0,0,0,0,0,7,19,17,0,0,0,0,0,2,0,0,0,0,0
"558716",0,0,0,0,0,0,0,0,0,0,0,0,1,48,46,1,0,0,1,0,15,0,0,0,0,0
"523998",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,58,110,0,0,2,0,0
"31738",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,37,82,0,0,0,0,0
"581301",0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,0,1,0
"171914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,41,0,0,0,0,0
"158348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,7,0,0,0,0,0
"378810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0
"346244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,118,0,0,0,0,0
"583042",0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,0,0,0,0,0,0,0,0,0,0,0
"273907",0,0,0,0,0,0,0,0,0,0,0,0,6,55,54,1,0,0,0,0,0,0,0,0,0,0
"162879",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,32,25,0,0,0,0,0
"343475",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,192,1,0,0,0,0,0,0,0
"104828",0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,16,10,1094,5,0,0,0,0,1,1,0
"234454",0,0,0,0,0,0,1,0,5,1,0,0,0,1,0,1,36,697,3,0,0,0,0,0,0,0
"589064",0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,5,12,1230,6,1,0,0,0,0,1,0
"68979",0,1,0,0,2,0,3,0,47,3,0,0,11,6,2,0,1114,4695,9,3,0,0,0,1,1,1
"107060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0
"228198",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,391,1,0,0,0,0,0,0,0
"591182",1,2,0,0,2,0,0,0,126,9,4,1,10,14,5,73,275,21030,30,4,0,1,4,4,1,5
"101444",2,1,1,0,2,1,0,0,47,4,11,1,21,159,34,5954,97,4632,18,1,0,2,4,6,3,2
"137211",0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,806,3,0,0,0,0,0,0,0
"553223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,0,0,0,0,0
"147332",0,4,39,0,0,0,1,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224771",0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298891",0,1,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380491",0,0,0,0,0,45,776,14,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95404",0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243604",0,0,0,0,0,0,34,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242608",0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260458",0,1,9,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"169628",0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365101",2,16,0,0,0,0,10,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"263628",0,0,0,0,0,17,6,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114526",0,0,6,0,0,24,29,3,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282134",0,0,0,0,0,44,1,1,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"366545",0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344057",0,1,26,0,0,0,95,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"94705",0,0,0,0,0,0,16,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1422",0,0,0,0,0,0,5,0,0,0,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"138843",0,2,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516998",0,0,0,0,0,0,13,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"264010",0,0,0,0,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562787",0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0
"266995",0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"86556",0,0,30,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"268400",0,0,191,0,0,12,0,5,0,0,0,0,0,0,0,0,0,2,2,19,9,0,0,0,0,0
"131852",0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350334",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,4,0,0,0,0,0
"259192",9,5,74,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
"212819",0,2,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240890",6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237047",0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100478",0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"219973",1,8,83,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1
"114146",1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560811",4,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"112960",11,92,1579,0,1,1,8,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8
"250371",0,15,467,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"112876",28,14,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"514316",64,13,210,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"113293",29,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"113699",31,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249948",70,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"254514",31,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240654",41,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247730",109,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"89632",56,33,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"518957",39,50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"136707",82,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325238",28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412782",40,35,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"511514",72,63,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"111580",31,49,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0
"246196",1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112986",23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227543",20,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573327",2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"105839",12,301,89,0,1,0,0,0,0,0,1,1,31,118,119,0,0,0,0,0,0,1,1,0,0,0
"156895",81,433,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0
"362018",1,0,2,0,0,0,0,0,0,1,207,11,472,389,196,3,0,0,0,1,1,0,0,4,1,0
"207957",2,23,277,0,0,0,0,4,0,1,118,6,133,83,55,0,0,0,0,0,0,0,0,0,1,1
"572428",42,91,482,1,0,0,3,10,1,3,203,13,389,307,308,3,1,1,0,2,0,1,0,2,2,4
"234041",1,52,208,0,0,0,3,17,0,1,110,0,75,42,31,0,0,0,1,0,0,0,0,2,0,0
"278836",0,0,0,0,0,0,0,7,0,0,0,0,3,9,7,0,0,0,0,0,0,0,0,0,0,0
"243247",32,25,8,0,0,0,1,0,0,0,3,0,4,17,33,0,0,0,0,0,0,0,0,0,0,0
"336034",82,86,50,0,0,0,0,0,0,0,1,0,28,45,53,0,0,0,0,0,0,0,0,0,0,0
"81623",0,0,54,0,0,0,0,0,0,0,12,2,15,60,68,0,0,0,0,0,0,0,0,0,0,0
"142105",262,6,0,0,0,0,0,0,0,0,0,0,9,42,60,0,0,1,0,0,0,0,0,0,0,0
"76374",187,24,10,0,0,0,0,0,0,0,0,1,6,55,69,0,0,0,0,0,0,0,0,0,0,0
"590202",0,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"593891",575,2535,39,0,0,0,0,0,1,0,0,1,10,35,65,0,0,1,0,0,0,0,0,1,3,1
"152039",17,407,107,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"567077",21,9,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"316787",1,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591271",2,167,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81666",14,147,31,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"265561",11,141,74,0,0,0,1,0,0,0,2,1,3,10,8,0,0,0,0,0,0,0,0,0,0,1
"113777",40,5,37,0,0,0,0,4,0,0,4,1,10,52,58,0,0,0,0,0,0,0,0,0,0,0
"565312",24,43,18,0,1,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0
"329882",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211950",9,244,1,0,0,0,0,0,0,0,0,0,3,30,18,0,0,0,0,0,0,0,0,0,0,0
"112987",19,74,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114406",0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366191",2,15,358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"557467",32,345,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"329566",1,2,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"105000",0,12,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"111803",49,230,148,0,0,1,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"263767",22,238,67,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"112916",14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551366",1,10,7,0,0,0,0,0,0,1,36,0,16,12,2,0,0,0,0,0,0,0,0,1,0,0
"360530",6,44,17,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"384470",0,1,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167878",0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379634",0,11,84,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325203",7,109,1724,0,0,11,16,22,0,1,0,0,2,10,3,0,0,0,0,0,0,1,0,1,2,1
"225306",3,3,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384373",7,5,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"136683",2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"114101",0,1,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"166488",2,0,0,0,0,0,0,0,0,0,1,0,0,31,27,0,0,0,0,0,0,0,0,0,0,0
"243927",49,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"308062",161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"75389",225,383,0,0,0,0,0,0,0,0,0,0,1,7,16,0,0,0,0,0,0,0,0,1,0,0
"244604",110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"246796",277,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"219707",832,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0
"249854",27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"343097",165,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"79189",0,125,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
"336425",3,14,19,0,0,0,0,0,0,0,0,1,12,25,22,0,0,0,0,1,1,0,0,0,0,0
"580291",10,105,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"219517",57,175,174,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"245557",30,151,0,0,1,0,0,0,0,0,0,0,1,8,12,1,0,0,0,1,0,0,0,0,0,1
"360943",9,49,5,0,0,0,0,0,0,0,1,0,2,15,6,0,0,0,0,0,1,0,0,0,0,0
"172879",1,17,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0
"138605",0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,0,0,0,0,0,0,0,0,0,0,0
"79951",3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"524341",18,231,0,1,0,0,0,0,0,0,0,0,2,7,9,0,0,0,0,0,0,1,0,1,0,0
"586438",16,26,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,2,0,0,0,0,0
"205008",21,128,0,0,0,0,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0
"314599",230,16,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"232442",12,13,0,0,1,0,0,0,0,0,0,0,19,70,81,0,1,0,0,0,0,0,0,0,0,0
"114629",2,0,2,0,0,0,0,0,0,0,0,0,4,25,17,0,0,0,0,0,0,0,0,0,0,0
"558730",7,19,12,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"580796",7,251,1,0,0,0,5,0,0,0,0,0,3,2,5,0,0,0,0,1,1,0,0,0,0,0
"252798",1,2,0,0,0,0,0,0,0,0,0,5,80,90,122,0,0,1,0,0,0,0,0,0,0,0
"93508",21,433,330,0,0,0,3,1,0,0,0,0,3,2,6,0,0,0,1,2,2,0,0,0,1,4
"360637",71,1627,911,1,1,0,20,0,0,0,0,0,2,6,20,0,0,0,0,4,1,0,0,0,4,1
"339480",1,28,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"249280",15,152,126,0,0,0,3,2,0,0,0,0,2,0,5,0,0,0,1,7,3,0,0,0,1,0
"75259",2,4,2,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0
"90194",4,18,6,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0
"279650",4,47,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
"75274",0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"355297",0,0,0,0,0,0,0,0,0,0,0,0,21,49,55,0,0,0,0,0,0,0,0,0,0,0
"321448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,17,33,0,0,1,0,0
"113192",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,714,191,1,0,3,0,0
"340322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0
"586289",1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341873",0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93741",4,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249289",25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113201",2,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332252",3,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"588995",1,1,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550147",1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240326",9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
"208663",54,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,20,0,0,0,0,0
"113023",138,125,129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,4,0,0,1,2,0
"569321",127,4,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,2,0,1
"182109",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,70,129,120,1,0,0,0,1
"304950",0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,3,182,579,400,0,0,6,0,0
"277812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,31,13,0,0,0,0,0
"542631",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,1,0,0,0,0,0,0
"160916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,13,0,0,0,0,0
"589761",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,68,83,0,0,3,0,0
"565653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16,5,0,0,0,0,0
"583339",0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,8,10,1,0,0,0,0,0
"277923",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,17,355,778,2,0,14,0,1
"530814",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,4,105,534,205,1,0,2,0,0
"533069",36,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,144,211,4,0,2,0,0
"89477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0
"276624",52,0,0,0,0,0,1,0,2,1,0,0,1,3,2,2,14,11,157,863,527,0,0,9,0,0
"279648",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,16,19,16,0,0,1,0,0
"147735",3,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,8,4,104,509,306,0,1,4,0,1
"113624",11,28,1679,0,0,8,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
"254895",15,22,793,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"217803",0,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443417",211,163,94,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"218620",32,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113279",1,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592737",2,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255390",5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113420",6,7,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288106",24,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292815",11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329327",87,11,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"293363",16,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136727",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"585039",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0
"547995",96,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"266522",468,213,0,0,1,0,0,0,0,0,1,0,1,2,8,0,0,0,0,0,0,0,0,3,0,0
"238623",5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"243874",36,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"347997",214,77,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"105224",0,0,0,0,0,0,0,0,0,0,0,1,25,209,265,0,0,0,0,1,0,0,0,0,0,0
"208727",12,206,6,0,0,0,0,0,0,0,0,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0
"350305",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,15,68,0,0,0,0,0
"65675",13,69,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0,0,0,0,1,0
"50582",0,0,0,0,0,0,0,0,0,0,0,0,11,37,16,0,0,0,0,0,0,0,0,0,0,0
"162674",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,7,0,0,0,0,0
"29910",8,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"260396",0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"259809",0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,44,8,0,0,0,0,0
"586450",0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,0,0,0,0,0,0,0,0,0,0,0
"242950",6,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"591098",0,0,0,0,0,0,0,0,0,0,0,0,3,16,27,0,0,0,0,0,0,0,0,0,0,0
"226370",0,0,0,0,0,0,0,0,0,0,1,0,2,4,34,1,0,0,0,0,0,0,0,0,0,0
"304435",0,0,0,0,0,0,0,0,1,3,2,13,341,2473,2189,11,2,0,0,0,0,0,0,2,1,0
"152020",0,0,0,0,0,0,0,0,0,0,1,0,68,236,210,1,0,0,0,0,0,0,0,1,0,0
"377046",0,0,0,0,0,0,0,0,0,0,0,0,8,31,31,0,0,0,0,0,0,0,0,0,0,0
"542476",0,0,0,0,0,0,0,0,0,0,0,0,1,16,25,1,0,0,0,0,1,0,0,0,0,0
"218039",0,0,0,0,0,0,0,0,0,0,0,1,39,155,192,0,0,0,0,0,0,0,0,0,0,0
"251942",0,0,0,0,0,0,0,0,0,0,0,1,9,67,95,2,0,0,0,0,0,0,0,0,0,0
"238907",0,0,0,0,0,0,0,0,0,0,1,3,46,171,171,0,0,0,0,0,0,0,0,0,0,0
"134526",0,1,0,0,2,0,0,0,0,1,1,9,285,828,798,6,0,0,0,0,0,0,1,1,0,0
"276838",0,0,0,0,0,0,0,0,0,0,0,0,16,58,41,0,0,0,0,0,0,0,0,0,0,0
"535000",0,0,1,0,0,0,1,0,0,3,7,15,953,2560,2478,14,2,0,0,2,1,1,3,4,1,1
"73076",0,1,0,0,1,0,0,0,1,0,2,0,102,345,297,0,0,1,0,0,0,1,1,0,0,0
"553953",0,0,0,0,0,0,0,0,0,0,2,5,64,170,190,0,1,0,0,0,0,0,0,0,0,0
"271962",0,0,0,0,0,0,0,0,0,0,0,0,27,90,72,2,0,0,0,0,0,0,0,0,0,0
"53679",0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,0,0,0,0,0,0,0,0,0,0,0
"89676",1,0,1,1,0,0,0,0,0,0,2,11,481,1549,1688,7,1,1,0,0,0,0,2,0,0,0
"217004",51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199167",39,44,6,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0
"241732",45,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
"60591",247,51,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"260316",0,6,0,0,0,0,0,0,0,0,0,0,5,11,8,0,0,0,0,0,0,0,0,0,0,0
"94589",20,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0
"249817",25,49,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"239492",6,24,14,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
"256432",202,240,57,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0
"531378",272,344,8,0,0,0,0,0,0,0,0,0,1,8,4,0,0,0,0,0,0,0,0,1,0,0
